bgc_id;genome_id;region;accession;start_pos;end_pos;contig_edge;region_length;most_similar_known_cluster_id;most_similar_known_cluster_description;manual_assessment;most_similar_known_cluster_type;similarity;source;gbk_path;product;bigscape_class;gcf_0.30;gcf_0.40;gcf_0.50;Clan Number;fam_id_0.30;fam_type_0.30;fam_known_compounds_0.30
CP108491.region023;NBC_01243;1.23;CP108491;7975235;8045093;FALSE;69858;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01243/CP108491.region023.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;23806;23806;23806;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP109115.region004;NBC_01768;1.4;CP109115;1083540;1153432;FALSE;69892;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01768/CP109115.region004.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;23806;23806;23806;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP109287.region029;NBC_01625;1.29;CP109287;8154920;8248242;FALSE;93322;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01625/CP109287.region029.gbk;transAT-PKS.NRPS-like.T1PKS;PKS-NRP_Hybrids;31420;16121;22905;10239.0;218;unknown_family;u_PKS-NRP_Hybrids_218
CP109317.region003;NBC_01598;1.3;CP109317;339902;429894;FALSE;89992;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01598/CP109317.region003.gbk;CDPS.NRPS-like.lanthipeptide-class-iv.transAT-PKS;Others;24111;24583;24583;12413.0;1;known_family;tubercidin
CP109157.region004;NBC_01732;1.4;CP109157;968420;1038233;FALSE;69813;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01732/CP109157.region004.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;23806;23806;23806;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP108685.region001;NBC_01014;1.1;CP108685;27367;113983;FALSE;86616;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6111111111111112;bgcflow;data/interim/antismash/7.0.0/NBC_01014/CP108685.region001.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;13550;13550;13550;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP109341.region003;NBC_01582;1.3;CP109341;376587;448878;FALSE;72291;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01582/CP109341.region003.gbk;transAT-PKS.NRPS-like.lanthipeptide-class-iv;Others;24111;24583;24583;12413.0;1;known_family;tubercidin
CP107858.region028;NBC_00501;1.28;CP107858;7965575;8058903;FALSE;93328;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_00501/CP107858.region028.gbk;transAT-PKS.NRPS-like.T1PKS;PKS-NRP_Hybrids;31420;16121;22905;10239.0;218;unknown_family;u_PKS-NRP_Hybrids_218
CP108878.region023;NBC_00822;1.23;CP108878;8652963;8723065;FALSE;70102;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_00822/CP108878.region023.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;23806;23806;23806;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP109256.region032;NBC_01651;1.32;CP109256;8400774;8472806;FALSE;72032;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01651/CP109256.region032.gbk;transAT-PKS.NRPS-like.lanthipeptide-class-iv;Others;24111;24583;24583;12413.0;1;known_family;tubercidin
CP109511.region028;NBC_01421;1.28;CP109511;8116438;8209826;FALSE;93388;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01421/CP109511.region028.gbk;transAT-PKS.NRPS-like.T1PKS;PKS-NRP_Hybrids;31420;16121;22905;10239.0;218;unknown_family;u_PKS-NRP_Hybrids_218
CP108734.region004;NBC_00984;1.4;CP108734;581946;670017;FALSE;88071;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_00984/CP108734.region004.gbk;transAT-PKS.NAPAA.NRPS-like;PKS-NRP_Hybrids;17115;17115;17115;10239.0;2130;unknown_family;u_PKS-NRP_Hybrids_2130
CP107857.region002;NBC_00502;1.2;CP107857;323948;395768;FALSE;71820;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_00502/CP107857.region002.gbk;transAT-PKS.NRPS-like.lanthipeptide-class-iv;Others;24111;24583;24583;12413.0;1;known_family;tubercidin
CP109268.region009;NBC_01641;1.9;CP109268;829589;924247;FALSE;94658;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01641/CP109268.region009.gbk;T1PKS.NRPS-like.transAT-PKS;PKS-NRP_Hybrids;31420;16121;22905;10239.0;218;unknown_family;u_PKS-NRP_Hybrids_218
CP108261.region004;NBC_00053;1.4;CP108261;989587;1059379;FALSE;69792;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_00053/CP108261.region004.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;23806;23806;23806;10239.0;82;unknown_family;u_PKS-NRP_Hybrids_82
CP108644.region007;NBC_01116;1.7;CP108644;733669;805156;FALSE;71487;BGC0000175;cycloheximide;cycloheximide;Polyketide:Trans-AT type I polyketide;0.6111111111111112;bgcflow;data/interim/antismash/7.0.0/NBC_01116/CP108644.region007.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;15829;16121;22905;10239.0;4367;unknown_family;u_PKS-NRP_Hybrids_4367
NBC_00240_3.region020;NBC_00240;1.2;NBC_00240_3;8063547;8178288;FALSE;114741;BGC0002385;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;Polyketide;0.8095238095238095;bgcflow;data/interim/antismash/7.0.0/NBC_00240/NBC_00240_3.region020.gbk;transAT-PKS.PKS-like;PKSother;29128;10166;10166;14565.0;4571;unknown_family;u_PKSother_4571
CP108229.region028;NBC_00085;1.28;CP108229;7781843;7895913;FALSE;114070;BGC0002385;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;Polyketide;0.8095238095238095;bgcflow;data/interim/antismash/7.0.0/NBC_00085/CP108229.region028.gbk;transAT-PKS.T3PKS.PKS-like;PKSother;10166;10166;10166;14565.0;4608;unknown_family;u_PKSother_4608
CP108613.region027;NBC_01166;1.27;CP108613;8564728;8677295;FALSE;112567;BGC0002385;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;Polyketide;0.8571428571428571;bgcflow;data/interim/antismash/7.0.0/NBC_01166/CP108613.region027.gbk;transAT-PKS.PKS-like;PKSother;15532;15532;15532;14565.0;2267;known_family;dumulmycin
CP108289.region008;NBC_00039;1.8;CP108289;1304442;1418491;FALSE;114049;BGC0002385;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D;Polyketide;0.7142857142857143;bgcflow;data/interim/antismash/7.0.0/NBC_00039/CP108289.region008.gbk;transAT-PKS.T3PKS.PKS-like;PKSother;10933;10166;10166;14565.0;4933;unknown_family;u_PKSother_4933
NBC_01549_5.region001;NBC_01549;2.1;NBC_01549_5;55606;103733;FALSE;48127;BGC0000291;A54145;excluded from dataset ;NRP;0.05;bgcflow;data/interim/antismash/7.0.0/NBC_01549/NBC_01549_5.region001.gbk;transAT-PKS-like;PKSother;31181;31181;31181;14565.0;2230;unknown_family;u_PKSother_2230
CP109356.region002;NBC_01562;1.2;CP109356;271814;319941;FALSE;48127;BGC0000291;A54145;excluded from dataset ;NRP;0.05;bgcflow;data/interim/antismash/7.0.0/NBC_01562/CP109356.region002.gbk;transAT-PKS-like;PKSother;31181;31181;31181;14565.0;2230;unknown_family;u_PKSother_2230
CP109418.region006;NBC_01510;1.6;CP109418;5416495;5525009;FALSE;108514;BGC0000282;alkylresorcinol;excluded from dataset ;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01510/CP109418.region006.gbk;transAT-PKS.T3PKS.T1PKS.NRPS;PKS-NRP_Hybrids;17431;17431;17431;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP108783.region006;NBC_00889;1.6;CP108783;4477838;4579563;FALSE;101725;BGC0000282;alkylresorcinol;excluded from dataset ;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00889/CP108783.region006.gbk;transAT-PKS.T3PKS.T1PKS.NRPS;PKS-NRP_Hybrids;17431;17431;17431;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP107956.region006;NBC_00380;1.6;CP107956;5100566;5205072;FALSE;104506;BGC0000282;alkylresorcinol;excluded from dataset ;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00380/CP107956.region006.gbk;transAT-PKS.T3PKS.T1PKS.NRPS;PKS-NRP_Hybrids;5815;17431;5815;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP107975.region010;NBC_00359;1.1;CP107975;8443857;8548323;FALSE;104466;BGC0000282;alkylresorcinol;excluded from dataset ;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00359/CP107975.region010.gbk;transAT-PKS.T3PKS.T1PKS.NRPS;PKS-NRP_Hybrids;17431;17431;17431;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP109437.region006;NBC_01484;1.6;CP109437;5597547;5703836;FALSE;106289;BGC0000282;alkylresorcinol;excluded from dataset ;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01484/CP109437.region006.gbk;transAT-PKS.T3PKS.T1PKS.NRPS;PKS-NRP_Hybrids;17431;17431;17431;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
NBC_00237_3.region004;NBC_00237;3.4;NBC_00237_3;562261;726506;FALSE;164245;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_00237/NBC_00237_3.region004.gbk;transAT-PKS.T1PKS.NRPS-like.PKS-like.terpene.lanthipeptide-class-iv.NRPS;Others;29083;31566;31566;12413.0;3152;unknown_family;u_Others_3152
CP109033.region021;NBC_00656;1.21;CP109033;8369045;8466926;FALSE;97881;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_00656/CP109033.region021.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;11933;11933;11933;10239.0;386;known_family;alpiniamide
CP108137.region001;NBC_00184;1.1;CP108137;24;66154;TRUE;66130;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_00184/CP108137.region001.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;11933;11933;11933;10239.0;386;known_family;alpiniamide
CP109473.region005;NBC_01460;1.5;CP109473;1000811;1066667;FALSE;65856;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01460/CP109473.region005.gbk;transAT-PKS.linaridin.T1PKS.PKS-like.NRPS;Others;9757;9757;9757;12413.0;1389;unknown_family;u_Others_1389
CP108369.region008;NBC_01336;1.8;CP108369;1174104;1272072;FALSE;97968;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01336/CP108369.region008.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;11933;11933;11933;10239.0;386;known_family;alpiniamide
CP108587.region026;NBC_01185;1.26;CP108587;7366244;7432055;FALSE;65811;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01185/CP108587.region026.gbk;transAT-PKS.linaridin.T1PKS.PKS-like.NRPS;Others;9757;9757;9757;12413.0;1389;unknown_family;u_Others_1389
CP108203.region005;NBC_00111;1.5;CP108203;993111;1058967;FALSE;65856;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_00111/CP108203.region005.gbk;transAT-PKS.linaridin.T1PKS.PKS-like.NRPS;Others;9757;9757;9757;12413.0;1389;unknown_family;u_Others_1389
CP109550.region034;NBC_01391;1.34;CP109550;7757040;7822938;FALSE;65898;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01391/CP109550.region034.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;22267;22267;22267;10239.0;386;known_family;alpiniamide
CP109210.region005;NBC_01684;1.5;CP109210;450782;516656;FALSE;65874;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01684/CP109210.region005.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;22267;22267;22267;10239.0;386;known_family;alpiniamide
CP109320.region003;NBC_01595;1.3;CP109320;396239;462137;FALSE;65898;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01595/CP109320.region003.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;22267;22267;22267;10239.0;386;known_family;alpiniamide
CP108531.region016;NBC_01220;1.16;CP108531;8050903;8148758;FALSE;97855;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01220/CP108531.region016.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;11933;11933;11933;10239.0;386;known_family;alpiniamide
CP108360.region003;NBC_01346;1.3;CP108360;538868;604910;FALSE;66042;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.6666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01346/CP108360.region003.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;22267;22267;22267;10239.0;386;known_family;alpiniamide
CP108349.region016;NBC_01358;1.16;CP108349;8381238;8479138;FALSE;97900;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01358/CP108349.region016.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;11933;11933;11933;10239.0;386;known_family;alpiniamide
CP108644.region030;NBC_01116;1.3;CP108644;7966804;8032885;FALSE;66081;BGC0001845;alpiniamide;excluded from dataset ;Polyketide+NRP+Other:Aminocoumarin;0.5555555555555556;bgcflow;data/interim/antismash/7.0.0/NBC_01116/CP108644.region030.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;15852;11933;11933;10239.0;4324;unknown_family;u_PKS-NRP_Hybrids_4324
CP108408.region008;NBC_01300;1.8;CP108408;872527;958643;FALSE;86116;BGC0002343;ammosester A/ammosester B/ammosester C/ammosamaic acid cogener;excluded from dataset ;Alkaloid+RiPP;0.6;bgcflow;data/interim/antismash/7.0.0/NBC_01300/CP108408.region008.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;12907;24403;24403;10239.0;4450;unknown_family;u_PKS-NRP_Hybrids_4450
CP109226.region019;NBC_01671;1.19;CP109226;6668317;6817723;FALSE;149406;BGC0000958;antimycin;excluded from dataset ;NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01671/CP109226.region019.gbk;transAT-PKS.T1PKS.lanthipeptide-class-ii.NRPS-like.terpene.NRPS;Others;22396;22396;22396;12413.0;114;unknown_family;u_Others_114
CP107881.region008;NBC_00482;1.8;CP107881;5410119;5479302;FALSE;69183;BGC0000187;asukamycin;excluded from dataset ;Polyketide:Type II polyketide;0.032258064516129;bgcflow;data/interim/antismash/7.0.0/NBC_00482/CP107881.region008.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;5815;17431;5815;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP108996.region008;NBC_00709;1.8;CP108996;5839187;5907082;FALSE;67895;BGC0000187;asukamycin;excluded from dataset ;Polyketide:Type II polyketide;0.032258064516129;bgcflow;data/interim/antismash/7.0.0/NBC_00709/CP108996.region008.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;5815;17431;5815;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP109029.region007;NBC_00662;1.7;CP109029;4887386;4956609;FALSE;69223;BGC0000187;asukamycin;excluded from dataset ;Polyketide:Type II polyketide;0.032258064516129;bgcflow;data/interim/antismash/7.0.0/NBC_00662/CP109029.region007.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;5815;17431;5815;10239.0;496;unknown_family;u_PKS-NRP_Hybrids_496
CP108487.region005;NBC_01245;1.5;CP108487;2827652;2897067;FALSE;69415;BGC0000187;asukamycin;excluded from dataset ;Polyketide:Type II polyketide;0.032258064516129;bgcflow;data/interim/antismash/7.0.0/NBC_01245/CP108487.region005.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;13981;13981;13981;10239.0;4291;unknown_family;u_PKS-NRP_Hybrids_4291
CP107852.region024;NBC_00508;1.24;CP107852;6661005;6777489;FALSE;116484;BGC0000026;avilamycin A/avilamycin C;excluded from dataset ;Saccharide:Oligosaccharide;0.1;bgcflow;data/interim/antismash/7.0.0/NBC_00508/CP107852.region024.gbk;transAT-PKS.T1PKS;PKSother;3928;3928;3928;14565.0;4739;unknown_family;u_PKSother_4739
NBC_01416_3.region009;NBC_01416;1.9;NBC_01416_3;1434303;1483478;FALSE;49175;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_01416/NBC_01416_3.region009.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;14775;14775;14775;10239.0;498;unknown_family;u_PKS-NRP_Hybrids_498
CP107940.region006;NBC_00400;1.6;CP107940;583571;669478;FALSE;85907;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_00400/CP107940.region006.gbk;T1PKS.NRPS-like.transAT-PKS-like.NRPS;PKS-NRP_Hybrids;5494;14775;14775;10239.0;4334;unknown_family;u_PKS-NRP_Hybrids_4334
CP109369.region032;NBC_01555;1.32;CP109369;7673618;7717066;FALSE;43448;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_01555/CP109369.region032.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;14775;24403;24403;10239.0;498;unknown_family;u_PKS-NRP_Hybrids_498
CP108378.region027;NBC_01332;1.27;CP108378;7524259;7574077;FALSE;49818;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_01332/CP108378.region027.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;12473;12473;24403;10239.0;2114;unknown_family;u_PKS-NRP_Hybrids_2114
CP107838.region027;NBC_00520;1.27;CP107838;7514418;7563814;FALSE;49396;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_00520/CP107838.region027.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;12473;12473;24403;10239.0;2114;unknown_family;u_PKS-NRP_Hybrids_2114
CP109061.region032;NBC_00845;1.32;CP109061;7699979;7743397;FALSE;43418;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_00845/CP109061.region032.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;14775;24403;24403;10239.0;498;unknown_family;u_PKS-NRP_Hybrids_498
CP109407.region027;NBC_01519;1.27;CP109407;7468681;7517026;FALSE;48345;BGC0000971;cinnabaramide A;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.1818181818181818;bgcflow;data/interim/antismash/7.0.0/NBC_01519/CP109407.region027.gbk;T1PKS.NRPS-like.transAT-PKS-like;PKS-NRP_Hybrids;24982;24982;15836;10239.0;4240;unknown_family;u_PKS-NRP_Hybrids_4240
CP107954.region010;NBC_00382;1.1;CP107954;5386308;5455015;FALSE;68707;BGC0001877;cyphomycin;excluded from dataset ;Polyketide;0.0277777777777777;bgcflow;data/interim/antismash/7.0.0/NBC_00382/CP107954.region010.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;5765;17431;5815;10239.0;4538;unknown_family;u_PKS-NRP_Hybrids_4538
CP109425.region015;NBC_01505;1.15;CP109425;6970112;7055702;FALSE;85590;BGC0002657;deoxyhangtaimycin;excluded from dataset ;Polyketide+NRP;0.0428571428571428;bgcflow;data/interim/antismash/7.0.0/NBC_01505/CP109425.region015.gbk;transAT-PKS.T1PKS.NRPS-like;PKS-NRP_Hybrids;25234;25234;5815;10239.0;4253;unknown_family;u_PKS-NRP_Hybrids_4253
CP109074.region007;NBC_01801;1.7;CP109074;2166428;2221691;FALSE;55263;BGC0001147;disgocidine/distamycin/congocidine;excluded from dataset ;NRP;0.238095238095238;bgcflow;data/interim/antismash/7.0.0/NBC_01801/CP109074.region007.gbk;thioamide-NRP.2dos.transAT-PKS-like;Others;20363;20363;20363;12413.0;3521;unknown_family;u_Others_3521
NBC_01634_2.region030;NBC_01634;1.3;NBC_01634_2;8092523;8230004;FALSE;137481;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01634/NBC_01634_2.region030.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
NBC_01464_1.region030;NBC_01464;1.3;NBC_01464_1;8221674;8359157;FALSE;137483;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01464/NBC_01464_1.region030.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109283.region029;NBC_01626;1.29;CP109283;8133819;8271526;FALSE;137707;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01626/CP109283.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
