bgc_id;genome_id;region;accession;start_pos;end_pos;contig_edge;region_length;most_similar_known_cluster_id;most_similar_known_cluster_description;manual_assessment;most_similar_known_cluster_type;similarity;source;gbk_path;product;bigscape_class;gcf_0.30;gcf_0.40;gcf_0.50;Clan Number;fam_id_0.30;fam_type_0.30;fam_known_compounds_0.30
CP109518.region029;NBC_01417;1.29;CP109518;8063452;8208279;FALSE;144827;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01417/CP109518.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109262.region029;NBC_01648;1.29;CP109262;8111544;8249251;FALSE;137707;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01648/CP109262.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP107858.region029;NBC_00501;1.29;CP107858;8095631;8233049;FALSE;137418;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_00501/CP107858.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109511.region029;NBC_01421;1.29;CP109511;8250818;8388351;FALSE;137533;BGC0000341;enduracidin;excluded from dataset ;NRP;0.1666666666666666;bgcflow;data/interim/antismash/7.0.0/NBC_01421/CP109511.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP107943.region017;NBC_00392;1.17;CP107943;5164728;5282805;FALSE;118077;BGC0002085;everninomicin D/everninomicin E/everninomicin G/everninomicin F;excluded from dataset ;Saccharide:Oligosaccharide;0.1;bgcflow;data/interim/antismash/7.0.0/NBC_00392/CP107943.region017.gbk;transAT-PKS.T1PKS;PKSother;5573;5573;5573;14565.0;4600;unknown_family;u_PKSother_4600
CP107939.region029;NBC_00403;1.29;CP107939;6038293;6114151;FALSE;75858;BGC0002085;everninomicin D/everninomicin E/everninomicin G/everninomicin F;excluded from dataset ;Saccharide:Oligosaccharide;0.08;bgcflow;data/interim/antismash/7.0.0/NBC_00403/CP107939.region029.gbk;transAT-PKS.T1PKS;PKSother;5481;5481;5481;14565.0;2190;unknown_family;u_PKSother_2190
CP108695.region029;NBC_01009;1.29;CP108695;6089010;6164889;FALSE;75879;BGC0002085;everninomicin D/everninomicin E/everninomicin G/everninomicin F;excluded from dataset ;Saccharide:Oligosaccharide;0.08;bgcflow;data/interim/antismash/7.0.0/NBC_01009/CP108695.region029.gbk;transAT-PKS.T1PKS;PKSother;5481;5481;5481;14565.0;2190;unknown_family;u_PKSother_2190
CP108474.region007;NBC_01255;1.7;CP108474;1734733;1815206;FALSE;80473;BGC0001590;formicamycins A-M;excluded from dataset ;Polyketide;0.3488372093023256;bgcflow;data/interim/antismash/7.0.0/NBC_01255/CP108474.region007.gbk;T1PKS.NRPS-like.transAT-PKS-like.T2PKS;PKS-NRP_Hybrids;13802;13802;14775;10239.0;4557;unknown_family;u_PKS-NRP_Hybrids_4557
CP108180.region001;NBC_00135;2.1;CP108180;16602;127633;FALSE;111031;BGC0000066;geldanamycin;excluded from dataset ;Polyketide;0.3043478260869565;bgcflow;data/interim/antismash/7.0.0/NBC_00135/CP108180.region001.gbk;T1PKS.transAT-PKS.NRPS;PKS-NRP_Hybrids;9468;9468;9468;10239.0;1068;unknown_family;u_PKS-NRP_Hybrids_1068
CP109515.region032;NBC_01419;1.32;CP109515;8404601;8598283;FALSE;193682;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01419/CP109515.region032.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;31394;31394;16229.0;1;known_family;tubercidin
CP108726.region003;NBC_00990;1.3;CP108726;316238;509334;FALSE;193096;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00990/CP108726.region003.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;31394;31394;16229.0;1;known_family;tubercidin
CP109400.region004;NBC_01523;1.4;CP109400;202936;395994;FALSE;193058;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01523/CP109400.region004.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;31394;31394;16229.0;1;known_family;tubercidin
CP108640.region003;NBC_01134;1.3;CP108640;396235;589405;FALSE;193170;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01134/CP108640.region003.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;24611;24611;16229.0;1;known_family;tubercidin
CP108651.region004;NBC_01106;1.4;CP108651;203890;396906;FALSE;193016;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01106/CP108651.region004.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;24611;24611;16229.0;1;known_family;tubercidin
CP108575.region005;NBC_01194;1.5;CP108575;744512;859398;FALSE;114886;BGC0000368;griseobactin;excluded from dataset ;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01194/CP108575.region005.gbk;transAT-PKS.T1PKS.NRP-metallophore.PKS-like.NRPS;Others;15445;30858;30858;12413.0;1;known_family;tubercidin
CP109309.region030;NBC_01606;1.3;CP109309;7945036;8101393;FALSE;156357;BGC0000368;griseobactin;excluded from dataset ;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01606/CP109309.region030.gbk;transAT-PKS.T1PKS.NRP-metallophore.NAPAA.PKS-like.terpene.NRPS;Others;15445;30858;30858;12413.0;1;known_family;tubercidin
CP108367.region003;NBC_01338;1.3;CP108367;202148;357569;FALSE;155421;BGC0000368;griseobactin;excluded from dataset ;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01338/CP108367.region003.gbk;transAT-PKS.T1PKS.NRP-metallophore.NAPAA.PKS-like.terpene.NRPS;Others;15445;30858;30858;12413.0;1;known_family;tubercidin
CP108670.region033;NBC_01069;1.33;CP108670;8465323;8659070;FALSE;193747;BGC0000368;griseobactin;cycloheximide;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01069/CP108670.region033.gbk;transAT-PKS.NRPS-like.NRP-metallophore.NRPS;Others;16229;24583;24583;16229.0;1;known_family;tubercidin
CP109368.region001;NBC_01556;1.1;CP109368;189889;275238;FALSE;85349;BGC0000664;isorenieratene;excluded from dataset ;Terpene;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01556/CP109368.region001.gbk;transAT-PKS.terpene.NRPS;Others;24341;26710;26710;12413.0;3126;unknown_family;u_Others_3126
NBC_00237_4.region001;NBC_00237;2.1;NBC_00237_4;7616;154859;TRUE;147243;BGC0001073;kosinostatin;excluded from dataset ;NRP+Polyketide;0.1311475409836065;bgcflow;data/interim/antismash/7.0.0/NBC_00237/NBC_00237_4.region001.gbk;transAT-PKS.ectoine.NRPS-like.terpene.NRPS;Others;29088;29088;30925;12413.0;3981;unknown_family;u_Others_3981
CP107916.region006;NBC_00444;1.6;CP107916;1234103;1317123;FALSE;83020;BGC0000238;lactonamycin;excluded from dataset ;Polyketide;0.1228070175438596;bgcflow;data/interim/antismash/7.0.0/NBC_00444/CP107916.region006.gbk;transAT-PKS.butyrolactone.thioamitides;Others;5016;28011;28011;12413.0;3149;unknown_family;u_Others_3149
CP109487.region013;NBC_01439;1.13;CP109487;1584901;1766492;FALSE;181591;BGC0002095;leupeptin Pr/leupeptin Ac;excluded from dataset ;NRP;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01439/CP109487.region013.gbk;transAT-PKS.NRPS;PKS-NRP_Hybrids;26239;26239;26239;10239.0;4471;unknown_family;u_PKS-NRP_Hybrids_4471
NBC_01645_3.region009;NBC_01645;1.9;NBC_01645_3;1871714;2008110;FALSE;136396;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01645/NBC_01645_3.region009.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
NBC_01623_2.region005;NBC_01623;2.5;NBC_01623_2;582991;720293;FALSE;137302;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01623/NBC_01623_2.region005.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP108376.region029;NBC_01333;1.29;CP108376;8132062;8269214;FALSE;137152;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01333/CP108376.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109403.region006;NBC_01522;1.6;CP109403;605767;741587;FALSE;135820;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01522/CP109403.region006.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109517.region029;NBC_01418;1.29;CP109517;8060781;8196587;FALSE;135806;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01418/CP109517.region029.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP108661.region030;NBC_01080;1.3;CP108661;8077780;8215219;FALSE;137439;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01080/CP108661.region030.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109413.region007;NBC_01516;1.7;CP109413;648075;790110;FALSE;142035;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01516/CP109413.region007.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109287.region030;NBC_01625;1.3;CP109287;8276198;8411987;FALSE;135789;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01625/CP109287.region030.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP109268.region008;NBC_01641;1.8;CP109268;651070;788597;FALSE;137527;BGC0001183;lobophorin A;excluded from dataset ;Polyketide;0.1333333333333333;bgcflow;data/interim/antismash/7.0.0/NBC_01641/CP109268.region008.gbk;transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS;Others;31421;31421;31443;12413.0;211;unknown_family;u_Others_211
CP108613.region008;NBC_01166;1.8;CP108613;1079131;1196455;FALSE;117324;BGC0001470;macrobrevin;excluded from dataset ;Polyketide:Trans-AT type I polyketide;0.6;bgcflow;data/interim/antismash/7.0.0/NBC_01166/CP108613.region008.gbk;transAT-PKS.T1PKS.PKS-like.T3PKS.hglE-KS;PKSother;15513;15513;15513;14565.0;4779;unknown_family;u_PKSother_4779
CP109439.region007;NBC_01483;2.7;CP109439;820694;950301;FALSE;129607;BGC0001942;malonomycin;excluded from dataset ;NRP+Polyketide;0.4444444444444444;bgcflow;data/interim/antismash/7.0.0/NBC_01483/CP109439.region007.gbk;transAT-PKS.NRPS;PKS-NRP_Hybrids;25530;25530;25530;10239.0;4407;unknown_family;u_PKS-NRP_Hybrids_4407
CP109419.region009;NBC_01508;1.9;CP109419;1606752;1683491;FALSE;76739;BGC0000093;meilingmycin;excluded from dataset ;Polyketide;0.0434782608695652;bgcflow;data/interim/antismash/7.0.0/NBC_01508/CP109419.region009.gbk;T1PKS.transAT-PKS.NRPS;PKS-NRP_Hybrids;25144;25144;25111;10239.0;2155;unknown_family;u_PKS-NRP_Hybrids_2155
CP109417.region010;NBC_01511;1.1;CP109417;1650120;1726768;FALSE;76648;BGC0000093;meilingmycin;excluded from dataset ;Polyketide;0.0434782608695652;bgcflow;data/interim/antismash/7.0.0/NBC_01511/CP109417.region010.gbk;T1PKS.transAT-PKS.NRPS;PKS-NRP_Hybrids;25144;25144;25111;10239.0;2155;unknown_family;u_PKS-NRP_Hybrids_2155
CP107904.region009;NBC_00458;1.9;CP107904;780602;1117870;FALSE;337268;BGC0002541;notonesomycin A;excluded from dataset ;Other;0.1694915254237288;bgcflow;data/interim/antismash/7.0.0/NBC_00458/CP107904.region009.gbk;transAT-PKS.T1PKS.NRPS-like.transAT-PKS-like.NRPS;PKS-NRP_Hybrids;4791;4791;24956;10239.0;1415;unknown_family;u_PKS-NRP_Hybrids_1415
CP108882.region015;NBC_00820;1.15;CP108882;6200101;6271801;FALSE;71700;BGC0001387;nucleocidin;excluded from dataset ;Other;0.5217391304347826;bgcflow;data/interim/antismash/7.0.0/NBC_00820/CP108882.region015.gbk;T1PKS.NRPS-like.transAT-PKS-like.nucleoside.NRPS;Others;18718;8237;18718;12413.0;3996;unknown_family;u_Others_3996
CP108627.region021;NBC_01137;1.21;CP108627;6827648;6904305;FALSE;76657;BGC0002656;oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B;excluded from dataset ;Polyketide;0.2068965517241379;bgcflow;data/interim/antismash/7.0.0/NBC_01137/CP108627.region021.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;15578;15578;15578;10239.0;2154;unknown_family;u_PKS-NRP_Hybrids_2154
CP108621.region009;NBC_01147;1.9;CP108621;1517225;1593882;FALSE;76657;BGC0002656;oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B;excluded from dataset ;Polyketide;0.2068965517241379;bgcflow;data/interim/antismash/7.0.0/NBC_01147/CP108621.region009.gbk;transAT-PKS.NRPS-like;PKS-NRP_Hybrids;15578;15578;15578;10239.0;2154;unknown_family;u_PKS-NRP_Hybrids_2154
CP108110.region034;NBC_00222;1.34;CP108110;8006100;8075568;FALSE;69468;BGC0001148;pheganomycin;excluded from dataset ;NRP+RiPP;0.4285714285714285;bgcflow;data/interim/antismash/7.0.0/NBC_00222/CP108110.region034.gbk;T1PKS.NRPS-like.transAT-PKS-like.T3PKS.guanidinotides.NRPS;Others;8237;8237;18718;12413.0;3343;unknown_family;u_Others_3343
CP108476.region039;NBC_01250;1.39;CP108476;7715555;7763290;FALSE;47735;BGC0001327;rakicidin A/rakicidin B;excluded from dataset ;NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide;0.2;bgcflow;data/interim/antismash/7.0.0/NBC_01250/CP108476.region039.gbk;transAT-PKS-like.NRPS;PKS-NRP_Hybrids;12888;12888;12888;10239.0;2150;unknown_family;u_PKS-NRP_Hybrids_2150
CP108404.region035;NBC_01302;1.35;CP108404;7831369;7879997;FALSE;48628;BGC0001327;rakicidin A/rakicidin B;excluded from dataset ;NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide;0.2;bgcflow;data/interim/antismash/7.0.0/NBC_01302/CP108404.region035.gbk;transAT-PKS-like.NRPS;PKS-NRP_Hybrids;12888;12888;12888;10239.0;2150;unknown_family;u_PKS-NRP_Hybrids_2150
CP108458.region038;NBC_01266;1.38;CP108458;8358468;8400991;TRUE;42523;BGC0001759;rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E;excluded from dataset ;Polyketide;0.0317460317460317;bgcflow;data/interim/antismash/7.0.0/NBC_01266/CP108458.region038.gbk;transAT-PKS-like;PKSother;13590;13590;13590;14565.0;4786;unknown_family;u_PKSother_4786
CP107918.region001;NBC_00442;1.1;CP107918;160527;269701;FALSE;109174;BGC0000145;salinosporamide A;excluded from dataset ;NRP+Polyketide;0.238095238095238;bgcflow;data/interim/antismash/7.0.0/NBC_00442/CP107918.region001.gbk;T1PKS.hserlactone.lanthipeptide-class-iii.NRPS-like.transAT-PKS-like.LAP.thiopeptide.terpene;Others;5066;5066;18718;12413.0;3846;unknown_family;u_Others_3846
CP108644.region014;NBC_01116;1.14;CP108644;3379252;3457895;FALSE;78643;BGC0000145;salinosporamide A;excluded from dataset ;NRP+Polyketide;0.238095238095238;bgcflow;data/interim/antismash/7.0.0/NBC_01116/CP108644.region014.gbk;T1PKS.NRPS-like.transAT-PKS-like.NRPS;PKS-NRP_Hybrids;15836;15836;15836;10239.0;498;unknown_family;u_PKS-NRP_Hybrids_498
CP108059.region005;NBC_00280;1.5;CP108059;1359895;1491466;FALSE;131571;BGC0000271;spore pigment;excluded from dataset ;Polyketide;0.8333333333333334;bgcflow;data/interim/antismash/7.0.0/NBC_00280/CP108059.region005.gbk;transAT-PKS.PKS-like.T2PKS;PKSother;26124;26124;24366;14565.0;8;known_family;BE-24566B
CP108025.region013;NBC_00315;1.13;CP108025;2129274;2178284;FALSE;49010;BGC0000150;sporolide A/sporolide B;excluded from dataset ;NRP+Polyketide:Enediyne type I polyketide;0.0851063829787234;bgcflow;data/interim/antismash/7.0.0/NBC_00315/CP108025.region013.gbk;transAT-PKS-like;PKSother;6899;6899;6899;14565.0;4893;unknown_family;u_PKSother_4893
CP108382.region005;NBC_01328;1.5;CP108382;1755603;1880150;FALSE;124547;BGC0002634;vicenistatin;excluded from dataset ;Polyketide+NRP+Other;1.05;bgcflow;data/interim/antismash/7.0.0/NBC_01328/CP108382.region005.gbk;T1PKS.redox-cofactor.transAT-PKS;Others;6682;12534;28215;12413.0;307;unknown_family;u_Others_307
CP109151.region015;NBC_01739;1.15;CP109151;2645542;2720973;FALSE;75431;BGC0001054;xenocoumacin 1/xenocoumacin II;excluded from dataset ;NRP+Polyketide:Modular type I polyketide;0.2142857142857142;bgcflow;data/interim/antismash/7.0.0/NBC_01739/CP109151.region015.gbk;T1PKS.transAT-PKS.NRPS;PKS-NRP_Hybrids;21522;21522;25111;10239.0;4219;unknown_family;u_PKS-NRP_Hybrids_4219
NBC_00465_1.region004;NBC_00465;2.4;NBC_00465_1;677417;773989;FALSE;96572;BGC0002451;inthomycin B;inthomycin B;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00465/NBC_00465_1.region004.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;2230;2230;7128;10239.0;1073;known_family;inthomycin B
CP108038.region030;NBC_00302;1.3;CP108038;9057350;9153722;FALSE;96372;BGC0002451;inthomycin B;inthomycin B;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00302/CP108038.region030.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;2230;2230;7128;10239.0;1073;known_family;inthomycin B
CP108039.region010;NBC_00299;1.1;CP108039;1020777;1116208;FALSE;95431;BGC0002451;inthomycin B;inthomycin B;Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00299/CP108039.region010.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;2230;2230;7128;10239.0;1073;known_family;inthomycin B
CP107923.region026;NBC_00438;1.26;CP107923;4708742;4794376;FALSE;85634;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7272727272727273;bgcflow;data/interim/antismash/7.0.0/NBC_00438/CP107923.region026.gbk;transAT-PKS;PKSother;6264;6264;6264;14565.0;512;known_family;iso-migrastatin
CP108428.region014;NBC_01286;1.14;CP108428;5981456;6067186;FALSE;85730;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7272727272727273;bgcflow;data/interim/antismash/7.0.0/NBC_01286/CP108428.region014.gbk;transAT-PKS;PKSother;6264;6264;6264;14565.0;512;known_family;iso-migrastatin
CP107840.region012;NBC_00516;1.12;CP107840;2596763;2681567;FALSE;84804;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.6363636363636364;bgcflow;data/interim/antismash/7.0.0/NBC_00516/CP107840.region012.gbk;transAT-PKS;PKSother;3741;3741;3741;14565.0;512;known_family;iso-migrastatin
CP107994.region007;NBC_00348;1.7;CP107994;1223368;1309095;FALSE;85727;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7272727272727273;bgcflow;data/interim/antismash/7.0.0/NBC_00348/CP107994.region007.gbk;transAT-PKS;PKSother;6264;6264;6264;14565.0;512;known_family;iso-migrastatin
CP107982.region036;NBC_00355;1.36;CP107982;9939904;10025523;FALSE;85619;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7272727272727273;bgcflow;data/interim/antismash/7.0.0/NBC_00355/CP107982.region036.gbk;transAT-PKS;PKSother;6264;6264;6264;14565.0;512;known_family;iso-migrastatin
CP108403.region025;NBC_01307;1.25;CP108403;4713425;4799143;FALSE;85718;BGC0000177;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;iso-migrastatin/migrastatin/dorrigocin A/dorrigocin B/13-epi-dorrigocin A;Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7272727272727273;bgcflow;data/interim/antismash/7.0.0/NBC_01307/CP108403.region025.gbk;transAT-PKS;PKSother;6264;6264;6264;14565.0;512;known_family;iso-migrastatin
NBC_01571_1.region008;NBC_01571;1.8;NBC_01571_1;1768872;1873922;FALSE;105050;BGC0001070;kirromycin;kirromycin;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.8846153846153846;bgcflow;data/interim/antismash/7.0.0/NBC_01571/NBC_01571_1.region008.gbk;transAT-PKS.NRPS.T1PKS.crocagin;Others;31275;31275;31275;12413.0;3671;unknown_family;u_Others_3671
CP109455.region036;NBC_01456;1.36;CP109455;8655107;8773851;FALSE;118744;BGC0001070;kirromycin;kirromycin;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7307692307692307;bgcflow;data/interim/antismash/7.0.0/NBC_01456/CP109455.region036.gbk;NI-siderophore.transAT-PKS.T1PKS.NRPS;Others;2622;2622;2622;12413.0;594;unknown_family;u_Others_594
CP109199.region008;NBC_01699;1.8;CP109199;3318278;3423204;FALSE;104926;BGC0001070;kirromycin;kirromycin;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.7307692307692307;bgcflow;data/interim/antismash/7.0.0/NBC_01699/CP109199.region008.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;22084;22084;22084;10239.0;4312;unknown_family;u_PKS-NRP_Hybrids_4312
